Index,arXiv ID,Keywords
502,2405.05367v1,"AdS black holes, Kerr-AdS metric, D dimensions, longitudinal angular coordinates, over-rotating black hole, under-rotating black hole, space-time interchange symmetry, general dimensions, symmetries, nonlinearly realized symmetry"
503,2405.05341v1,"Microstate geometries, Supergravity, Black holes, Entropy, D1-D5-P black hole, Vector field, Six-dimensional supergravity, AdS/CFT correspondence, Holographic interpretation, Coherent superpositions"
504,2405.05310v1,"Sen's formalism, constraints, dynamical fields, spurious free fields, cyclic homotopy associative algebra, symplectic form, A_∞ maps, extended algebra, gauge invariance, theories"
505,2405.05304v1,"Swampland Conjectures, Dark Energy, Trans-Planckian Censorship Conjecture (TCC), Swampland Distance Conjecture (SDC), Multifield Dark Energy, Accelerated Expansion, Field Space, Effective Field Theory (EFT), Cosmic Acceleration, Planck Scale"
506,2405.05178v2,"Fusion rule, Conformal field theories, Topological orders, Generalized symmetry, Non-abelian anyonic objects, Chiral CFT, Bulk CFT, Subalgebra structure, Topological holography, Fractional supersymmetry"
507,2405.05168v2,"Asymmetric symmetry breaking, Spontaneous symmetry breaking, Probability, Vacuum selection, Scalar field, Potential, Ground states, Stochastic process, Fokker-Planck equations, Universe asymmetries"
508,2405.04786v2,"Inductive calculation, Superconformal indices, Giant graviton expansion, N=2 superconformal field theories, D3-branes, 7-brane backgrounds, Axio-dilation field, Self-dual type, Constraints, Rank N"
509,2405.04772v1,"Cluster Alphabets, Finite Types, Geometric Approach, Generalized Worldsheets, Gluing, Folding, Polygons, Cross Ratios, Y-system equations, Gauge choice"
510,2405.04736v1,"Compactifications, Type II supergravities, Fluxes, Superspace, Pure spinor superstring, Previous results, Method, Description, Proposal, Natural arises"
511,2405.04708v2,"Renormalization, Horava theory, Nonprojectable, Quantum action, BRST-symmetry, Divergences, Irregular loops, Background-field formalism, Barvinsky et al., Local divergences"
512,2405.04640v1,"Momentum non-conservation, Scalar quantum field theory, θ interface, Magnetoelectric effect, Topological insulators, Weyl semimetals, Canonical approach, Decay channels, Scattering amplitude, Cross section"
513,2405.04619v1,"Non-invertible symmetries, 1+1D QFTs, Gapped boundaries, SymTFT, Lagrangian algebras, Topological line operators, Fusion categories, Trivially gapped phase, Magnetic Lagrangian algebra, Haagerup fusion categories"
514,2405.04611v1,"Plasma, Third Order Phase Transition, Type IIB Supergravity, AdS, Quark-Gluon Plasma, Finite Chemical Potential, Grand Canonical Ensemble, Hairy Black Hole, Conformal Equation of State, Baryon Chemical Potential"
515,2405.04597v1,"Weak cosmic censorship, Conjecture, Gravitational theory, Curvature singularities, Black hole spacetimes, Event horizon, Extremal rotating black hole, Quantum effects, Backreaction, Cosmic censorship"
516,2405.04584v1,"Flux vacua, Winding number, Gradient, Scalar potential, Topological index, Critical points, Supersymmetric flux compactifications, M-theory, Calabi-Yau four-folds, Fermat sextic"
517,2405.04576v2,"Quadratic curvature correction, Thermodynamics, Rotating black holes, Reall-Santos method, Myers-Perry black holes, Canonical ensemble, Grand canonical ensemble, Angular momenta, Perturbative approach, Nonlinear theory"
518,2405.04571v1,"Black hole dynamics, Spacetime wormholes, Gravitational path integral, Quantum extremal surfaces, Topological gravity model, Non-perturbative time evolution, Perturbative semiclassical effective field theory, Dimension D, Gravitational systems, Operator insertion"
519,2405.04427v2,"Swampland conjectures, Cosmological hierarchy problem, Dark energy, Planck units, Field space, Compactification, String theory, Low energy theory, Dark matter, Neutrino masses"
520,2405.04379v1,"Dressing fields, Supersymmetry, Rarita-Schwinger, Gravitino, Gauge-fixing conditions, Symmetry reduction, Supergravity, Field theory, Relational variables, Non-local"
521,2405.04148v1,"Spacetime, Collective field theory, Free matrix field, 2+1 dimensions, AdS4×Sk-2×Sk-1, Singlet sector, k-local collective fields, Harmonic expansion, Dual gravity theory, Bulk fields"
522,2405.04105v1,"Carrollian conformal nonlinear electrodynamics, duality symmetry group, ModMax theories, Carrollian SO(2) electromagnetic (EM) duality transformations, Hodge duality, Gaillard-Zumino consistency condition, energy-momentum tensor, Lagrangian, √(TT̅) deformation flow, two-dimensional Carrollian ModMax-like multiple scalar theories"
523,2405.04031v1,"1/N corrections, QCD_2, Mesonic spectrum, 't Hooft equation, Quantum Chromodynamics, Wess-Zumino-Witten (WZW) coupling, Discretized Light Cone Quantization (DLCQ), Small quark mass, Effective Hamiltonian method, Perturbation theory"
524,2405.03938v1,"Stringy scaling loop expansion, Open bosonic string theory, Vacuum diagram, Topological graph constraint, Feynman rules, Scattering energy, Coefficient, Leading order, Stringy scaling violation, HSSA"
525,2405.03925v2,"Einstein-Grisaru-Zanon gravity, (α')^3-correction, Gravitational low-energy effective action, Closed (type II) superstring theory, Four-spacetime dimensions, Schwarzschild solution, Hubble function, Friedmann-Lemaitre-Robertson-Walker universe, String-generated coupling, Black hole shadows"
526,2405.03877v1,"Type II Little String Theories, T-dualities, Superconformal Field Theories, F-/M-theory, Anomaly inflow, Unitarity, 6D bulk theories, Flavor algebras, Gravity coupling, Higher form symmetry"
527,2405.03784v1,"Open-closed string amplitudes, String field theory, Factorization constraints, Normalizations, Genus, D-brane tension, Moduli spaces, Integration measure, Ghost insertions, Correlators"
528,2405.03768v1,"Casimir energy, (2 + 1)-dimensional field theories, vacuum energy, massive scalar fields, boundary conditions, non-Abelian gauge theories, exponential decay, Dirichlet boundary conditions, SU(2) gauge theories, numerical simulations"
529,2405.03758v1,"Bosonic lattice theories, Hamiltonian form, Poisson bracket, Gapless theories, Non-invertible symmetries, Kahler-Dirac fermions, Triangulation of a manifold, Supersymmetry, Lattice implementation, Dirac equation"
530,2405.03755v1,"Holographic dual, 2D CFT, Non-orientable manifolds, Real projective plane, Klein bottle, Crosscap CFT, AdS3 spacetime, dS2 end-of-the-world branes, Lorentzian spacetime, Holographic p-theorem"
531,2405.03739v2,"Twisted circle compactification, 𝒩=4 SYM, SU(N) gauge group, R-symmetry, Holographic dual, Supersymmetric soliton, AdS_5× S^5, Yang-Mills-Chern-Simons theory, Higgs branch, SUSY Yang-Mills theories"
532,2405.03683v1,"Moduli space, String dualities, Perturbative string vacua, Emergent string conjecture, Internal dimensions, Gravitational effective field theory, Type II vacua, Spectral gap, Conformal field theory, Geometric settings"
533,2405.03678v1,"Superstring theory, AdS_3, RNS formalism, NS-NS flux, Spectral flow, Dual CFT, S^3×T^4, Tensionless limit, Interaction term, Perturbative contributions"
534,2405.03630v2,"Krylov complexity, Conformal field theories, Perturbative expansion, Lanczos coefficients, Integrable deformations, TT̅ deformation, JT̅ deformation, JJ̅ deformation, Exponential growth, Operator growth bound"
535,2405.03564v2,"Connection formulae, Collision limit, Lifshitz Geometry, Quasinormal modes, Green functions, Black hole perturbation theories, Regular singularities, Irregular singularities, Physical quantities, Supportive evidence"
536,2405.03532v1,"Five-dimensional, Non-Abelian, Supersymmetric, Chern-Simons action, Projective Superspace, Variation, Vector prepotential, Projective superspace technique, Supersymmetric Yang-Mills action, Half measure"
537,2405.03465v1,"Geometric formulation, TT̅-like deformations, Root-TT̅-like deformations, Stress-energy tensor perturbations, Field theories, Ricci-based gravity, Duality, Gravitational dynamics, Jackiw-Teitelboim gravity, Deformation"
538,2405.03459v1,"Spatially inhomogeneous condensates, Chiral Gross-Neveu model, Bosonic two-point function, Phase boundary, Chiral symmetry breaking, Phase diagram, Stability analysis, Nonzero temperature, Chemical potentials, Spinodal line"
539,2405.03398v1,"3d BPS Indices, Topological Strings, Gauged Linear Sigma Model, Kahler Manifold, Analytic Continuation, Non-Perturbative Corrections, SL(2,Z)-transform, Birkhoff Connection Matrix, Resolved Conifold, Gopakumar-Vafa Partition Function"
540,2405.03220v2,"Geometric constraints, Page curve phenomenon, Island paradigm, Black hole evaporation, Information preservation, Static black hole metrics, Asymptotically Minkowski spacetimes, (Anti-)de Sitter spacetimes, Blacken factor f(r), Quantum focusing conjecture"
541,2405.03128v1,"KdV (Korteweg-de Vries) asymptotic conditions, Jackiw-Teitelboim gravity, Schwarzian derivative, SL(2,ℝ) invariants, Conformal symmetry breaking, Dynamical modes, Quantum perturbation theory, Symplectic measure, Partition function, Entropy"
542,2405.02870v2,"Tetrahedron duality, Two-dimensional supersymmetric gauge theory, Zamolodchikov tetrahedron equation, Infrared duality, Quantum field theories, Solutions, Continuous spin variables, Partition functions, Variants, Supersymmetric"
543,2405.02775v1,"M2-branes, U-duality, Gauged supergravities, SL(2,ℤ), Monodromy, Torus bundles, Symmetry groups, Mass parameters, Type IIB supergravities, U-duality symmetry group"
544,2405.02623v1,"Entanglement entropy, Horizon temperature, Conformal quantum mechanics, Radial conformal symmetries, Minkowski space-time, Conformally invariant field, Thermofield double, Bipartite vacuum state, Conformal Killing vectors, Entanglement entropy divergence"
545,2405.02558v1,"Open string pair production, QED Schwinger pair production, Vacuum picture, D3 brane, Type IIB superstring theory, Stringy pair production, Braneworld view, Falsify, Implications, Detection"
546,2405.02489v2,"QCD, N_c-insensitivity, Gauge group, Singularities, Matrix elements, Light-cone Hamiltonian, Finite N_c contributions, Anti-commutator, Parton-number changing, Symmetry group"
547,2405.02469v1,"Generating functional, Correlators, Twist-2 operators, 𝒩 = 1 SUSY Yang-Mills theory, Superfields, Spinor representation, Conformal limit, Renormalization-group improved form, Large-N expansion, Nonperturbative solution"
548,2405.02452v1,"Bilinear Fronsdal currents, AdS_4 higher-spin theory, Coupling constant, Gauge non-invariant vertices, Fronsdal equations, Frame-like formalism, TT gauge, Nonlinear higher-spin theory, Complex coupling constant, Conformal currents"
549,2405.02399v1,"Modulated instabilities, AdS_2 point, Gauge/gravity duality, Quasinormal modes, QCD plasma, V-QCD model, Chern-Simons term, Flavor anomalies, Quantum critical AdS_2 point, Hydrodynamic modes"
550,2405.02394v1,"Quark-Gluon Plasma, Holographic Models, QCD (Quantum Chromodynamics), Brane, Einstein-Maxwell-Dilaton Actions, Lattice QCD Data, Equation of State, Baryon Number Susceptibilities, Critical Point, Net-Proton Number"
551,2405.02281v1,"Horndeski theory, Galileons, Gravitational waves, Electromagnetism, General Relativity, Kaluza-Klein compactification, Higher dimensional theories, Luminal gravitational waves, G_4 potential, U(1) gauge invariance"
552,2405.02227v1,"Decoherence, Black holes, Quantum system, Quantum black holes, Finite temperature, Effective theory, Ordinary matter, Thought experiment, Modeling, Qualitative effect"
553,2405.02224v1,"Resurgence, Integrable Field Theories, Perturbation theory, UV free, Gapped 2d integrable field theories, Renormalon singularities, Bethe ansatz, Large N techniques, Non-perturbative corrections, Trans-series"
554,2405.02072v1,"Axion-Saxion wormholes, Euclidean axion wormholes, Quadratic action, Linear perturbations, Euclidean gravity, Stability analysis, Two-form gauge field, Hodge-dual formulation, Massless dilaton, Saxion field"
555,2405.01773v1,"Observables, de Sitter Quantum Gravity, Perturbation theory, Quantum models of gravity, Cosmological space-times, Static de Sitter Hamiltonian, Gauge symmetry, Meta-stable constrained states, Time independent Hamiltonian, Eigenvalues"
556,2405.01743v2,"Lyapunov exponents, Geodesic stability, Schwarzschild black hole, Non-commutative gauge theory of gravity, Massive and massless particles, NC singularity, Circular motion, Photon sphere, Event horizon, Shadow radius"
557,2405.01659v1,"de Sitter group, unitary irreducible representation, QFT (Quantum Field Theory), bosonic symmetric tensor, fermionic higher-spinors, exceptional series, fermionic operators, discrete series, correlators, Clifford analysis"
558,2405.01647v1,"Chern-Simons-matter theories, Chiral limit, Higher-spin symmetry, Correlation functions, 3-point functions, Vertex, Dual higher-spin gravity theory, Anti-de Sitter space, Chiral higher-spin gravity theory, Analytic continuation"
559,2405.01643v2,"Celestial strings, Field theory, Conformally soft limits, Mapping, Celestial correlators, Tree-level 5-gluon amplitudes, Type I superstring theory, Factorization, Celestial Yang-Mills , Conformal basis"
560,2405.01639v1,"Gluon mass generation, Renormalons, Resurgence, Infrared fixed point, Nonperturbative mass generation, Yang-Mills theories, Resurgent analysis, Schwinger mechanism, Gauge bosons, Color confinement"
561,2405.01526v1,"Centerless-BMS charge algebra, Wald-Zoupas prescription, BMS symmetry algebra, Geroch's super-momentum, Symplectic potential, Conformal Killing vectors, Symplectic structure, Noether currents, Super-rotation fluxes, Covariance properties"
562,2405.01505v1,"Lifshitz black holes, hydrodynamics, transport coefficients, fluid/gravity correspondence, dynamical exponent, field theory, charge diffusion constant, shear mode damping constant, Kubo formula, holographic linear response"
563,2405.01433v2,"Inflationary complexity, Two-mode squeezed state, Thermal effect, Single field inflation, Modified dispersion relation, Non-trivial sound speed, Quantum gravitational framework, Krylov complexity, Circuit complexity, Krylov entropy"
564,2405.01335v1,"Nontopological, Electromagnetic, Hedgehogs, Solitons, Proca field, Global U(1) symmetry, Spherically-symmetric, Quartic interactions, Parity-even, Parity-odd"
565,2405.01296v1,"Quadratic gravity, Cutoff scale, Quantum focusing conjecture, Dimensional spacetime, Coupling constant, Schwarzschild spacetime, Quantum expansion, Smeared, Classical level, Quantum gravity"
566,2405.01255v1,"Holographic torus, Stress tensor correlators, AdS/CFT framework, Euclidean BTZ black hole, Perturbative methods, Energy-momentum tensor operator, High-temperature phase, Chern-Simons formalism, AdS/T¯T-deformed CFT duality, KdV operator correlators"
567,2405.01253v2,"Ising model, Quantum gravity, Holographic duality, Partition function, Trivalent graphs, Triangulation, Euclidean space, Thermodynamic limit, Critical couplings, Statistical mechanics"
568,2405.01084v2,"Metric, AdS solution, String theory, Distance conjecture, M-theory Freund-Rubin vacua, Type IIA DGKT vacua, Flux parameters, Scale separation, Swampland condition, Quantum gravity"
569,2405.00847v1,"Gravitational algebras, Generalized second law (GSL), Killing horizons, Crossed-product gravitational algebras, Modular flow, Quantum field theories, Canonical analysis, General relativity, Semiclassical limit, Subleading corrections"
570,2405.00845v1,"S^3 partition functions, N=2 holographic SCFTs, 3d N=2 holographic SCFTs, M2-branes, 't Hooft limit, Free energy, Saddle point approximation, Large 't Hooft coupling, Planar free energy, Airy function"
571,2405.00804v1,"Decoherence, Killing horizons, Radiation of soft photons (gravitons), Hawking/Unruh radiation, Finite temperature inertial laboratory, Unruh-DeWitt particle detector, Rindler horizon, Unruh effect, Ohmic friction, Fluctuation-dissipation theorem"
572,2405.00776v1,"Higher spins, Finsler geometry, (Pseudo-)Riemannian geometry, Homogeneous function, Symmetric tensors, Ricci tensor, Fronsdal equation, Stueckelberg-like coupling, Spacetime dimension, Stueckelberg mechanism"
573,2405.00773v1,"Chern-Simons Matter theories, Exact Holography, Chiral higher-spin gravity, Self-dual Yang-Mills, Self-dual gravity, Four dimensions, Holographically dual pair, CFT side, (Anti-)chiral subsectors, Exactly soluble"
574,2405.00771v1,"Parisi-Sourlas (PS) supersymmetry, 4d CFTs, random field type of disorder, SUSY (supersymmetry), scalar four-point function, bootstrap axioms, conformal blocks, generalized free field theory (GFF), minimal models, Ising model"
575,2405.00674v1,"Unitary conformal field theory, Central charge, Primary operator, Conformal dimension, Zamolodchikov distance, Exponential decay, Universal bounds, Vacuum, Sigma-model, Moduli field"
576,2405.00660v1,"Tree-level scattering amplitudes, Gravitons, BCFW deformation, Risager deformation, NMHV and N^2MHV gravity amplitudes, CHY-like techniques, Feynman diagrams, Leading order behavior, Soft limits, Deformation"
577,2405.00551v1,"Supergravity inflation, Slow roll inflation, F-term supersymmetry breaking, D-term, Fayet-Iliopoulos (FI) term, Supersymmetric partners, Gauginos, Effective actions, Spectrum of particles, High-scale SUSY breaking"
578,2405.00528v1,"Einstein-Hilbert gravity, higher derivatives, scalar matter field, renormalization, perturbation theory, Slavnov-Taylor identity, symmetric partial differential equations, Landau gauge, one-loop, negative norm states"
579,2405.00413v1,"Renormalization, Forcer algorithm, Six dimensions, Field theories, Tarasov method, MSbar renormalization, Gauge theories, MOMt scheme, ζ_4 and ζ_6, β-function"
580,2405.00404v1,"Hermite functions, Lorentz transformations, MHS fields, Relativistic harmonic oscillator, Digital image manipulation, Finite boosts, Rotations, Lie algebra generators, Hypergeometric functions, Wigner d-functions"
581,2405.00360v1,"Heat capacity, Quantum compressibility, Dynamical spacetimes, Thermal particle creation, Quantum thermodynamics, Early universe cosmology, Vacuum compressibility, Finite temperature quantum field theory, Inflationary cosmology, Conformal scalar field"
582,2405.00226v1,"Photon propagator, Inflation, General covariant gauge, Power-law inflation, Canonical quantization formalism, Gauge-fixing parameter, Position space, Laplace operator, De Sitter, Energy-momentum tensor"
583,2405.00149v1,"Gravitational stress tensor, Current, Null infinity, Three dimensions, Asymptotically flat spacetime, Bondi-mass, Angular momentum conservation, Torsional affine connection, Holography, Schwarzian action"
584,2405.00114v2,"Gravitational entropy, Observer-dependent, Quantum gravity, von Neumann algebra, Type III to Type II, Density operators, Quantum reference frames (QRF), Physical states, Observables, Quantum gravity communities"
585,2405.00101v1,"Orbi-S-Folds, Type IIB string theory, Superconformal field theories, D3-branes, 7-branes, Orbifolds, Stiefel-Whitney twist, Central charges, Coulomb-branch operators, Higgs-branch"
586,2405.00083v1,"Density of States, Quantum gravity, Black holes, Extra dimensions, Field theory, Gravitational scattering amplitudes, Effective description of gravity, P-brane, Kaluza-Klein (KK) tower, Emergent String Conjecture"
587,2404.19761v1,"Generalized global symmetries, Non-invertible symmetries, Quantum field theory (QFT), Symmetry topological field theories (SymTFTs), String theory perspective, D1-branes, Toric Calabi-Yau 4-fold singularities, Anomalies of non-invertible symmetries, IIB supergravity, 3D SymTFTs"
588,2404.19657v1,"Tunneling Potential Formalism, Vacuum decay, Euclidean Formalism, Variational problem, Field space, Action functional, AdS, dS, Minkowski vacua, Hawking-Moss instanton, Coleman-De Luccia bounce, Boundary conditions"
589,2404.19571v1,"AdS_3 string theory, path integral formulation, hyperbolic 3-manifold, NS-NS flux, covariant description, worldsheet theory, conformal boundary, holomorphic covering maps, gravitational path integral, string tension"
590,2404.19526v2,"Scale invariance, Conformal invariance, 2d Sigma models, N=4 Supersymmetry, Ricci flow, C-theorem, Perturbation theory, Quantum field theories, B-field, Target space metric"
591,2404.19414v1,"Large-N deconfinement, SU(3) QCD, Finite temperature, Thermodynamic phase transitions, Nontrivial intermediate phase, Confined and deconfined phases, Gauge configurations, Lattice QCD calculations, Dynamical quarks, Haar randomness"
592,2404.19411v2,"Gauge theory, Orbifold, Equivalence classes, Trace conservation laws (TCLs), U(N) and SU(N) gauge theories, Boundary conditions, Diagonal boundary conditions, Off-diagonal matrices, T^2/Z_m orbifolds, Classification"
593,2404.19400v2,"Strong CP problem, Gauge group topology, θ angle, Vacuum structure, Instanton semi-classical approximation, Central operator θ̃, Functional integral, Fermionic mass term, Radiative corrections, QCD (Quantum Chromodynamics)"
594,2404.19258v1,"Deconfinement, Confinement, BRST symmetry, Finite field dependent BRST (FFBRST) transformation, Curved space, Phase transition, QCD phases, Quadratic gauge, Field redefinitions, Ghost condensation"
595,2404.19160v1,"Unruh-DeWitt detector, Manifolds, Vacuum, Accelerating observer, Local inertial frame, Moving frame, Fixed frame, Stokes phenomenon, Exact WKB, Discussion"
596,2404.19147v1,"Asymptotically conserved charges, 2-kink collision, quasi-integrable potential KdV models, quasi-conservation laws, Charge densities, Soliton interaction regions, Elastic scattering, Deformation parameters, Anomaly cancellation mechanism, KdV-type equations"
597,2404.19080v2,"D-brane, Tachyon, Gravity, Hamiltonian, Brown-Kuchar formalism, Constraints, Deparametrized theory, Poisson brackets, Gauge invariant functions, Phase space"
598,2404.19079v2,"N=(2,2) superfields, Generalised Kähler geometry, Supersymmetric sigma models, Donaldson's deformation, Holomorphic cotangent bundle, Lagrangian submanifolds, Infinite dimensional symplectic supermanifold, Phase space, Equations of motion, Quadrupled geometry"
599,2404.19029v2,"Quantum dynamics, Sachdev-Ye-Kitaev (SYK) model, Double scaled SYK (DSSYK) model, Gravitational effects, Two-point function, Self-energy, Tensor field theory, Cutoff term, Quantum many-body physics, Phase transition phenomena"
600,2404.19016v2,"Superconformal, Higher-spin multiplets, Hypermultiplet, Cubic vertex, Supergravity background, Superfield Lagrangian, Global superconformal symmetry, Analytic superconformal gauge potentials, Wess-Zumino gauges, Supercurrents"
601,2404.18995v1,"Type IIB compactifications, Moduli stabilisation, 3-form flux charge, String coupling, Tadpole cancellation, O3-planes, D3-brane charge, D7-branes, Supersymmetry, Finiteness of vacua"
602,2404.18994v1,"Schwarzschild black hole, Reissner-Nordström black holes, Bound states, Spacetime structures, Electromagnetic flux, Extremality, Charge distribution, Entropy, Supergravity, String theory"
603,2404.18921v2,"Invertible field theory, Higher-form symmetry, 't Hooft anomalies, Symmetry protected topological phases, Cochains, Lattice lagrangian, Topological operator rearrangements, Higher-group structure, Group cohomology, Eilenberg-MacLane spaces"
604,2404.18900v1,"Integrated correlator, Super Yang-Mills (SYM) theory, Perturbative limit, Non-planar sector, Loop order, Multiple zeta values, F-graphs, Supersymmetric localization, Stress-tensor primaries, Rational multiple"
605,2404.18898v1,"Celestial optical theorem, Unitarity, S-matrix, Bootstrap equations, Conformal partial wave (CPW) coefficients, Analytic structure, Massless particles, Double-trace poles, Double-trace operators, Anomalous dimensions"
606,2404.18843v3,"β-WLZZ models, β-ensemble integrals, β-deformed WLZZ matrix models, Harish-Chandra-Itzykson-Zuber integrals, Ward identities, Integration contours, Real axis, Imaginary axis, Conjecture by I.G, Evaluation"
607,2404.18589v1,"Higher-spin self-dual General Relativity, 6d and 4d pictures, Covariant, Lightcone, Diffeomorphism-invariant, Abelian theory, Spinor space, Backreaction, Field equations, (A)dS spacetime"
608,2404.18442v1,"Witten index, BMN matrix quantum mechanics, Berenstein-Maldacena-Nastase, BPS states, Spins, Entropy, N^2 growth, BPS black holes, M-theory, Superconformal index"
609,2404.18441v1,"Non-Hermitian, Lattice fermions, 2D GNY model, Hybrid Monte Carlo, Chiral symmetry, Nielsen-Ninomiya theorem, Hypercubic symmetry, Interacting fermion, One-loop resummation, RG flow"
610,2404.18403v2,"defect, b-theorem, RG flows, two-dimensional, Weyl anomaly, Euler density, ultraviolet, infrared, perturbatively tractable, critical"
611,2404.18378v1,"Einstein equations, Event horizons, Homogeneous spaces, Anisotropic spaces, Nil geometry, Thurston geometry, Heisenberg group, Symmetries, Conserved charges, Thermodynamics"
612,2404.18376v1,"Supersymmetric spectrum, Vector multiplet, Euclidean AdS2, Chiral multiplet, Dirac operator, Gaugino, Spectral parameter, Boundary zero modes, Normalizable boundary condition, Cohomological form"
613,2404.18269v1,"Toroidal conformal field theories, Rational toroidal conformal field theories, Chiral and anti-chiral algebra, W-algebras, Partition functions, Holomorphic and anti-holomorphic characters, Minimal extensions of current algebras, Target space S^1, Decompositions, Two- and three-dimensional target space tori"
614,2404.18247v1,"Integrability, Cosmological constant, Dimensional reduction, Gravitational theories, Maxwell fields, Scalar fields, Compatibility conditions, Breitenlohner-Maison linear system, Liouville integrability, Neural network"
615,2404.18224v1,"Asymptotically safe quantum gravity, Canonical approach, Relational formulation, Reduced phase space, Hamiltonian, Canonical quantization, Lorentzian Einstein-Hilbert action, Observable matter action, Ghost action, Wetterich equation"
616,2404.18220v1,"Asymptotically safe, Canonical quantum gravity, Non-perturbative programs, Lorentzian, Euclidean, Background independence, Truncations, Path integral formulation, Phase space formulation, Wetterich type flow equations"
617,2404.18193v1,"Thermodynamic stability, Chaos bound violation, D-dimensional RN black holes, Lyapunov exponents, Angular momentum, Phase transitions, Test particles, Reissner-Nordström black holes, Critical point, Particle dynamics"
618,2404.18138v1,"Majorana fermion zero modes, quantum field theory, dynamical point-like soliton, non-perturbative anomaly, string theory, M theory, brane configurations, D-branes, M5-brane, gauge invariance"
619,2405.12227v1,"Holographic thermodynamics, Charged AdS black hole, Global monopole, Reissner-Nordstrom anti-de Sitter (RN-AdS) black hole, Critical phenomena, Phase transition, (Q, V, C) ensemble, (Φ, V, C) ensemble, Zero-order phase transition, AdS/CFT correspondence"
620,2404.17848v2,"Oscillon, Kink-antikink pairs, φ^4 model, Scalar field, Evolution, Perturbation, Resonant structure, Energy transfer mechanism, Scattering, Bounces"
621,2404.17786v1,"Euclidean methods, Dirac quantization, Gauge representation, U(1) gauge theory, Dirac monopole, Geometrical interpretation, Vector potentials, Gauge equation, Phase gauge transformation, Canonical quantization condition"
622,2404.17639v1,"Generalized symmetries, Non-supersymmetric orbifolds, Type II strings, Probe branes, Adjacency matrix, Quiver gauge theory, Tachyons, Singular homology, Closed string tachyon, D3-branes"
623,2404.17632v1,"False Vacuum, Scalar Field, Polynomial Potential, Thin Wall Regime, Thick Wall Regime, Decay Rate, Spacetime Dimensions, Bounce Action, Functional Determinant, One-loop Decay Rate"
624,2404.17556v1,"Curvature correlators, Nonperturbative, 2D Lorentzian quantum gravity, Diffeomorphism invariance, Quantum Ricci curvature, Lattice regularization, Path integral, Causal dynamical triangulations, Monte Carlo simulations, Higher dimensions"
625,2404.17469v2,"Holographic, 1/2-BPS surface defects, ABJM, AdS_3×ℂℙ^3 solutions, Type IIA supergravity, superconformal algebra, NS5-D8 branes, 3d field theory, Energy scale, Seiberg duality"
626,2404.17354v1,"Pole-skipping phenomenon, Two-point Green's function, Holographic Green's functions, Massive p-form fields, dRGT massive gravitational fields, AdS black hole background, Near horizon method, Gauge invariance, Stueckelberg formalism, Complex wave number"
627,2404.17286v1,"Black Hole Singularity, OPE (Operator Product Expansion), AdS (Anti-de Sitter space), CFT (Conformal Field Theory), Boundary correlator, Scalar operators, Stress tensor, Geodesics, Branch point singularity, Double-trace operators"
628,2404.17268v1,"String field theory, Hyperbolic metrics, Riemann surface, Open strings, Closed strings, Witten vertex, Lightcone vertex, Interpolation, Polyhedral vertices, Lorentz covariant"
629,2404.17233v2,"Time-reversal anomalies, QCD_3, QED_3, Renormalization group flow, Massless fermions, Gauge theories, SU(N), SO(N), Sp(N), U(1) gauge groups, Fermion parity, Bosonic theories, Majorana fermions"
630,2404.17071v2,"Bootstrap method, ℤ_2 and U(1) Abelian lattice gauge theories, Loop equations, Wilson loops, Plaquette averages, Two-sided bounds, Perturbative results, Monte Carlo results, Nonperturbative region, String tension"
631,2404.17061v1,"Gauge origami, Quantum algebraic approach, D2 brane system, Screened vertex operators, W-algebra, Conformal block, Quasimaps, Nakajima quiver varieties, Quantum q-Langlands correspondence, Stable envelopes"
632,2404.17030v1,"Black hole response problem, SL(2,R) (""Love"") symmetry, Static Love numbers, Extremal Reissner-Nordström black holes, Rotating black holes, General-relativistic black holes, Higher dimensions, Orbital number, Love symmetry, Geometric interpretation"
633,2404.16946v1,"TT̅ deformation, Entanglement entropy, Holographic CFT, Finite temperature, Chemical potential, Deformation parameter, Hagedorn bound, Thermodynamic quantities, Ryu-Takayanagi surface, Quantum Null Energy Condition"
634,2404.16933v1,"Flavor symmetries, Discrete, Standard model, Particle physics, String theory, Modular flavor symmetries, Eclectic flavor group, Experimental data, Model building, Unified description"
635,2404.16925v2,"Bootstrap approach, Finite N lattice Yang-Mills theory, SU(2) Lattice Yang-Mills Theory, Matrix models, Makeenko-Migdal loop equations, Wilson loops, Free energy per plaquette, Monte Carlo data, Couplings, String tension"
636,2404.16830v1,"Double Copy, 3D Chern-Simons Theory, 6D Kodaira-Spencer Gravity, Algebraic, Gauge Theory, Kinematic Algebra, De Rham Complex, Lie Algebra, Schouten-Nijenhuis Bracket, Topological Double Field Theory"
637,2404.16803v1,"QCD(BF), semiclassical approach, SU(N_1) × SU(N_2) gauge theory, bifundamental Dirac fermion, phase diagrams, duality cascade, large-N limit, center vortices, adiabatic continuity, coupling constants"
638,2404.16601v1,"Non-AdS holography, Rotating strings, AdS_3, Anomalous dimensions, Angular momentum, CFT (Conformal Field Theory), Spinning closed strings, Deformation coupling, Wilson loop, Sinh-Gordon model"
639,2404.16404v1,"U(N), O(N), Invariants, Tensor model observables, Unitary group, Orthogonal group, Group theoretic formulae, Enumerative combinatorics, Topological quantum field theory (TQFT), Branched covers"
